shipment_id,lane_id,carrier_id,shipment_mode,pickup_date,promised_delivery_date,delivery_date,weight_lbs,freight_cost,shipment_status,delay_reason
48330,15,2,Air,2025-09-26,2025-10-03,2025-10-01,1723.5,4605.09,Delivered,
48331,14,2,Air,2024-12-02,2024-12-07,2024-12-06,1812.2,4956.49,Delivered,
48332,7,6,LTL,2025-03-24,2025-03-25,2025-03-24,3501.7,732.37,Delivered,
48333,7,8,Parcel,2024-10-16,2024-10-17,2024-10-17,11.2,106.88,Delivered,
48334,1,1,FTL,2025-10-12,2025-10-13,2025-10-13,26160.8,3675.57,Delivered,
48335,5,1,LTL,2024-09-01,2024-09-02,2024-09-02,596.5,1344.89,Delivered,
48336,8,5,LTL,2024-12-26,2025-01-02,2025-01-02,954.8,483.31,Delivered,
48337,7,5,Parcel,2025-04-14,2025-04-15,2025-04-14,58.3,37.76,Delivered,
48338,5,6,LTL,2026-04-25,2026-04-26,2026-04-26,3522.6,388.32,Delivered,
48339,8,4,LTL,2025-04-23,2025-04-30,2025-05-02,3944.3,1216.1,Delivered,Warehouse Delay
48340,8,4,LTL,2024-09-09,2024-09-16,2024-09-14,3354.4,1125.93,Delivered,
48341,4,1,FTL,2024-12-25,2024-12-26,2024-12-25,25940.2,3011.38,Delivered,
48342,10,3,Air,2025-05-05,2025-05-09,2025-05-07,96.9,7221.11,Delivered,
48343,7,4,LTL,2025-11-18,2025-11-19,2025-11-19,2491.5,955.48,Delivered,
48344,14,3,Air,2025-07-30,2025-08-04,2025-08-06,1224.7,7197.32,Delivered,Customs Hold
48345,8,6,LTL,2024-08-29,2024-09-05,2024-09-05,3145.9,777.46,Delivered,
48346,8,8,LTL,2025-12-12,2025-12-19,2025-12-17,4729.4,673.31,Delivered,
48347,6,4,FTL,2026-07-05,2026-07-06,2026-07-06,10583.7,2297.17,Delivered,
48348,3,1,LTL,2025-11-19,2025-11-23,2025-11-26,4934.0,1111.48,Delivered,Customer Delay
48349,9,7,FTL,2024-11-16,2024-11-19,2024-11-17,19123.6,2192.71,Delivered,
48350,12,2,Air,2025-04-05,2025-04-09,2025-04-08,277.1,3092.54,Delivered,
48351,4,7,LTL,2025-10-28,2025-10-29,2025-10-28,781.2,604.86,Delivered,
48352,2,7,FTL,2026-02-14,2026-02-15,2026-02-14,41365.7,3700.97,Delivered,
48353,2,8,FTL,2025-09-28,2025-09-29,2025-10-04,10359.6,2372.59,Delivered,Driver Shortage
48354,7,8,Parcel,2025-04-30,2025-05-01,2025-05-02,10.9,48.48,Delivered,Mechanical Issue
48355,5,7,FTL,2024-10-27,2024-10-28,2024-10-27,22159.5,3617.94,Delivered,
48356,5,7,LTL,2026-07-02,2026-07-03,2026-07-03,2682.6,876.81,Delivered,
48357,9,5,FTL,2025-05-12,2025-05-15,2025-05-14,8850.1,3891.03,Delivered,
48358,16,2,Air,2024-07-26,2024-08-01,2024-07-31,745.1,6989.78,Delivered,
48359,11,3,Air,2025-09-27,2025-10-03,2025-10-01,1948.0,4699.67,Delivered,
48360,13,2,Air,2024-09-04,2024-09-08,2024-09-06,769.1,4348.69,Delivered,
48361,15,2,Air,2024-10-13,2024-10-20,2024-10-18,1275.6,1220.34,Delivered,
48362,7,5,LTL,2024-10-02,2024-10-03,2024-10-03,4285.0,312.19,Delivered,
48363,4,8,Parcel,2025-08-08,2025-08-09,2025-08-08,52.1,73.8,Delivered,
48364,3,8,LTL,2024-08-24,2024-08-28,2024-08-26,1661.6,1654.35,Delivered,
48365,12,2,Air,2025-10-23,2025-10-27,2025-10-26,739.2,2665.15,Delivered,
48366,7,6,LTL,2025-03-28,2025-03-29,2025-03-29,3796.3,943.44,Delivered,
48367,2,5,LTL,2025-02-28,2025-03-01,2025-03-01,1339.4,1541.31,Delivered,
48368,16,2,Air,2025-01-10,2025-01-16,2025-01-15,1794.1,7790.38,Delivered,
48369,12,2,Air,2026-04-03,2026-04-07,2026-04-06,520.6,3470.87,Delivered,
48370,7,8,LTL,2024-12-08,2024-12-09,2024-12-09,2687.7,1088.31,Delivered,
48371,3,5,LTL,2024-07-18,2024-07-22,2024-07-21,3445.4,929.45,Delivered,
48372,3,6,LTL,2025-04-10,2025-04-14,2025-04-12,4955.1,646.02,Delivered,
48373,4,1,LTL,2026-06-12,2026-06-13,2026-06-12,888.4,663.4,Delivered,
48374,2,1,FTL,2025-04-11,2025-04-12,2025-04-16,40897.5,4099.48,Delivered,Customer Delay
48375,5,1,LTL,2024-09-28,2024-09-29,2024-09-28,3533.7,1775.21,Delivered,
48376,4,6,FTL,2026-05-05,2026-05-06,2026-05-05,18886.3,4341.78,Delivered,
48377,8,7,FTL,2024-11-05,2024-11-12,2024-11-12,33687.2,3188.02,Delivered,
48378,1,1,LTL,2025-12-10,2025-12-11,2025-12-11,4264.2,915.41,Delivered,
48379,9,1,LTL,2025-01-31,2025-02-03,2025-02-02,730.6,1044.1,Delivered,
48380,16,3,Air,2026-02-15,2026-02-21,2026-02-28,1196.0,5200.98,Delivered,Customs Hold
48381,3,6,FTL,2025-06-29,2025-07-03,2025-07-03,36766.7,2668.56,Delivered,
48382,1,4,FTL,2025-07-27,2025-07-28,2025-07-27,22247.6,1959.17,Delivered,
48383,1,4,LTL,2025-11-22,2025-11-23,2025-11-23,3956.5,1432.56,Delivered,
48384,8,6,Parcel,2026-03-31,2026-04-07,2026-04-07,63.9,120.02,Delivered,
48385,8,7,FTL,2025-08-11,2025-08-18,2025-08-16,13744.8,3531.95,Delivered,
48386,8,4,Parcel,2025-09-30,2025-10-07,2025-10-06,40.5,53.11,Delivered,
48387,5,4,LTL,2026-04-22,2026-04-23,2026-04-27,1443.8,730.03,Delivered,Weather
48388,4,4,LTL,2024-11-02,2024-11-03,2024-11-03,723.6,1474.75,Delivered,
48389,9,4,LTL,2026-05-23,2026-05-26,2026-05-31,4487.0,1057.74,Delivered,Warehouse Delay
48390,8,5,FTL,2025-04-20,2025-04-27,2025-05-02,8647.0,1651.25,Delivered,Mechanical Issue
48391,8,6,FTL,2025-03-11,2025-03-18,2025-03-17,23072.7,3753.49,Delivered,
48392,4,6,LTL,2025-12-18,2025-12-19,2025-12-19,2796.5,1003.2,Delivered,
48393,16,2,Air,2026-06-11,2026-06-17,2026-06-15,895.9,5763.54,Delivered,
48394,3,7,Parcel,2025-07-28,2025-08-01,2025-07-30,35.5,72.41,Delivered,
48395,6,6,LTL,2025-09-19,2025-09-20,2025-09-19,2370.5,1513.65,Delivered,
48396,11,2,Air,2026-03-16,2026-03-22,2026-03-20,257.6,8664.03,Delivered,
48397,2,4,LTL,2025-06-18,2025-06-19,2025-06-19,1313.5,1249.53,Delivered,
48398,10,3,Air,2024-10-16,2024-10-20,2024-10-23,602.5,3934.96,Delivered,Customs Hold
48399,2,5,LTL,2024-07-18,2024-07-19,2024-07-19,4535.3,1405.34,Delivered,
48400,9,8,Parcel,2025-07-21,2025-07-24,2025-07-23,53.7,72.4,Delivered,
48401,12,3,Air,2024-10-27,2024-10-31,2024-10-31,434.1,2168.14,Delivered,
48402,4,8,FTL,2024-10-15,2024-10-16,2024-10-15,16794.4,2091.53,Delivered,
48403,6,5,LTL,2025-04-11,2025-04-12,2025-04-11,4483.3,1741.94,Delivered,
48404,9,5,FTL,2025-12-14,2025-12-17,2025-12-22,18409.5,4431.94,Delivered,Weather
48405,6,1,LTL,2024-08-12,2024-08-13,2024-08-13,1799.5,388.65,Delivered,
48406,3,8,FTL,2025-12-08,2025-12-12,2025-12-13,30117.1,3449.85,Delivered,Weather
48407,6,8,Parcel,2026-06-17,2026-06-18,2026-06-17,28.8,148.95,Delivered,
48408,2,8,FTL,2025-11-27,2025-11-28,2025-12-02,27087.4,2449.33,Delivered,Warehouse Delay
48409,1,4,LTL,2024-12-22,2024-12-23,2024-12-23,627.9,1007.97,Delivered,
48410,7,6,LTL,2025-10-01,2025-10-02,2025-10-02,4409.4,1584.15,Delivered,
48411,3,6,Parcel,2025-11-26,2025-11-30,2025-11-28,62.8,71.62,Delivered,
48412,11,2,Air,2024-11-10,2024-11-16,2024-11-16,1693.6,3868.56,Delivered,
48413,9,4,LTL,2026-06-27,2026-06-30,2026-06-29,3458.7,1751.77,Delivered,
48414,2,4,LTL,2026-01-27,2026-01-28,2026-01-27,2097.2,1248.19,Delivered,
48415,8,6,LTL,2025-07-11,2025-07-18,2025-07-16,2213.6,975.34,Delivered,
48416,11,2,Air,2025-01-13,2025-01-19,2025-01-18,262.6,5982.07,Delivered,
48417,6,4,FTL,2025-05-07,2025-05-08,2025-05-07,39909.6,4401.2,Delivered,
48418,1,6,LTL,2026-05-19,2026-05-20,2026-05-20,1504.4,1475.57,Delivered,
48419,2,6,FTL,2026-04-14,2026-04-15,2026-04-15,13679.5,2994.68,Delivered,
48420,8,4,Parcel,2026-02-07,2026-02-14,2026-02-12,41.0,69.19,Delivered,
48421,1,5,LTL,2025-01-30,2025-01-31,2025-01-30,1688.6,1740.78,Delivered,
48422,8,1,LTL,2026-03-24,2026-03-31,2026-03-31,1573.2,1218.14,Delivered,
48423,12,2,Air,2026-05-24,2026-05-28,2026-05-26,92.8,3843.57,Delivered,
48424,6,6,FTL,2025-04-26,2025-04-27,2025-04-30,17496.7,3701.72,Delivered,Capacity Constraint
48425,16,2,Air,2025-02-05,2025-02-11,2025-02-09,198.1,8768.91,Delivered,
48426,6,7,LTL,2024-09-15,2024-09-16,2024-09-16,2546.7,387.02,Delivered,
48427,12,2,Air,2024-09-06,2024-09-10,2024-09-09,1973.2,2288.28,Delivered,
48428,6,7,LTL,2025-12-11,2025-12-12,,4686.5,1263.48,Cancelled,
48429,1,8,LTL,2026-05-22,2026-05-23,2026-05-23,1469.5,1304.71,Delivered,
48430,6,1,FTL,2024-10-30,2024-10-31,2024-10-30,20712.6,1829.67,Delivered,
48431,1,4,Parcel,2024-08-16,2024-08-17,2024-08-17,63.9,92.42,Delivered,
48432,8,6,FTL,2025-12-19,2025-12-26,2025-12-24,11030.3,1699.53,Delivered,
48433,16,2,Air,2025-08-13,2025-08-19,2025-08-19,463.2,7876.76,Delivered,
48434,13,3,Air,2025-07-02,2025-07-06,2025-07-05,986.2,1906.56,Delivered,
48435,4,4,LTL,2026-04-08,2026-04-09,2026-04-09,4456.8,1943.21,Delivered,
48436,12,2,Air,2026-06-06,2026-06-10,2026-06-09,236.9,5597.44,Delivered,
48437,10,3,Air,2025-05-04,2025-05-08,2025-05-06,565.3,6029.34,Delivered,
48438,7,6,LTL,2025-07-17,2025-07-18,2025-07-18,502.2,399.04,Delivered,
48439,3,6,LTL,2025-12-11,2025-12-15,2025-12-13,3431.6,822.28,Delivered,
48440,1,5,FTL,2025-06-21,2025-06-22,2025-06-22,21719.9,2252.13,Delivered,
48441,13,2,Air,2025-07-22,2025-07-26,2025-08-03,1013.8,8031.72,Delivered,Customs Hold
48442,1,6,LTL,2026-07-08,2026-07-09,2026-07-08,3702.9,551.05,Delivered,
48443,5,6,LTL,2026-04-20,2026-04-21,2026-04-26,973.8,819.05,Delivered,Capacity Constraint
48444,10,3,Air,2025-11-20,2025-11-24,2025-11-22,716.7,8596.84,Delivered,
48445,3,7,FTL,2025-04-25,2025-04-29,2025-05-03,24953.4,1793.93,Delivered,Warehouse Delay
48446,16,2,Air,2025-10-07,2025-10-13,,1567.8,4397.88,Cancelled,
48447,6,4,FTL,2026-04-27,2026-04-28,2026-04-27,32261.4,2963.95,Delivered,
48448,8,1,LTL,2025-12-21,2025-12-28,2025-12-27,1337.2,1173.39,Delivered,
48449,7,7,FTL,2025-12-01,2025-12-02,2025-12-01,29384.8,3980.21,Delivered,
48450,13,2,Air,2025-11-23,2025-11-27,2025-11-27,1063.2,4409.52,Delivered,
48451,7,8,FTL,2025-12-23,2025-12-24,2025-12-27,27080.2,2600.01,Delivered,Driver Shortage
48452,5,8,Parcel,2024-12-19,2024-12-20,2024-12-19,41.8,102.62,Delivered,
48453,9,5,LTL,2025-12-16,2025-12-19,2025-12-17,4473.5,1209.32,Delivered,
48454,3,4,Parcel,2026-05-27,2026-05-31,2026-05-31,37.4,145.34,Delivered,
48455,16,2,Air,2026-02-17,2026-02-23,2026-02-23,1519.5,8367.8,Delivered,
48456,7,7,LTL,2026-04-13,2026-04-14,2026-04-13,1591.1,1808.53,Delivered,
48457,1,4,Parcel,2025-07-27,2025-07-28,2025-07-29,56.9,90.27,Delivered,Weather
48458,2,7,LTL,2025-10-02,2025-10-03,2025-10-03,4360.1,866.53,Delivered,
48459,11,3,Air,2025-09-30,2025-10-06,2025-10-05,904.6,5099.55,Delivered,
48460,10,3,Air,2026-06-08,2026-06-12,2026-06-10,1337.5,1613.21,Delivered,
48461,1,1,LTL,2025-11-05,2025-11-06,2025-11-05,3530.2,1966.91,Delivered,
48462,13,2,Air,2026-04-14,2026-04-18,,895.4,6865.4,Cancelled,
48463,7,1,LTL,2025-07-25,2025-07-26,2025-07-25,909.3,379.03,Delivered,
48464,9,8,LTL,2024-12-07,2024-12-10,2024-12-15,2394.9,949.71,Delivered,Mechanical Issue
48465,5,1,LTL,2024-09-02,2024-09-03,2024-09-02,1401.3,1226.5,Delivered,
48466,12,3,Air,2026-03-06,2026-03-10,2026-03-10,703.6,3595.61,Delivered,
48467,5,1,FTL,2025-07-21,2025-07-22,,25007.1,2408.16,Cancelled,
48468,2,4,LTL,2026-05-29,2026-05-30,2026-05-29,2732.9,1309.78,Delivered,
48469,8,4,LTL,2025-05-02,2025-05-09,2025-05-08,1843.6,1153.04,Delivered,
48470,8,8,Parcel,2025-04-11,2025-04-18,2025-04-21,56.9,38.66,Delivered,Weather
48471,3,4,LTL,2025-04-06,2025-04-10,2025-04-08,2881.6,1445.76,Delivered,
48472,4,7,LTL,2024-10-04,2024-10-05,2024-10-05,622.8,1321.11,Delivered,
48473,14,2,Air,2026-04-28,2026-05-03,2026-05-07,1049.4,6897.13,Delivered,Capacity Constraint
48474,3,8,LTL,2024-12-23,2024-12-27,2024-12-25,3689.6,1127.52,Delivered,
48475,8,4,FTL,2025-07-31,2025-08-07,2025-08-09,26692.5,3700.38,Delivered,Weather
48476,16,3,Air,2026-01-03,2026-01-09,2026-01-09,1664.2,4847.72,Delivered,
48477,3,4,LTL,2024-10-08,2024-10-12,2024-10-11,3060.7,1334.68,Delivered,
48478,7,8,Parcel,2025-01-28,2025-01-29,2025-01-30,46.7,106.18,Delivered,Weather
48479,2,5,FTL,2025-01-25,2025-01-26,2025-01-25,39670.6,3582.59,Delivered,
48480,9,4,Parcel,2024-11-30,2024-12-03,2024-12-03,51.7,57.43,Delivered,
48481,1,6,FTL,2025-12-16,2025-12-17,2025-12-17,15350.9,3812.34,Delivered,
48482,4,8,FTL,2025-08-28,2025-08-29,2025-08-28,29805.8,3458.34,Delivered,
48483,3,5,Parcel,2024-12-03,2024-12-07,2024-12-07,15.8,118.35,Delivered,
48484,8,4,Parcel,2025-01-30,2025-02-06,2025-02-11,52.5,48.31,Delivered,Capacity Constraint
48485,1,4,FTL,2026-05-12,2026-05-13,2026-05-13,19828.9,4428.43,Delivered,
48486,3,6,Parcel,2025-10-24,2025-10-28,2025-10-27,7.6,86.77,Delivered,
48487,9,4,LTL,2026-02-20,2026-02-23,2026-02-26,4946.5,1182.31,Delivered,Capacity Constraint
48488,9,4,LTL,2024-07-29,2024-08-01,2024-07-30,289.2,1339.48,Delivered,
48489,8,4,Parcel,2025-06-06,2025-06-13,2025-06-12,39.2,45.91,Delivered,
48490,7,7,LTL,2025-10-08,2025-10-09,2025-10-08,1508.0,333.22,Delivered,
48491,7,5,LTL,2025-06-28,2025-06-29,2025-06-29,367.3,1706.43,Delivered,
48492,8,8,LTL,2025-03-21,2025-03-28,2025-03-27,627.0,1832.99,Delivered,
48493,1,1,FTL,2025-10-07,2025-10-08,2025-10-07,34557.4,1564.31,Delivered,
48494,14,3,Air,2025-02-22,2025-02-27,2025-02-25,211.9,1797.81,Delivered,
48495,8,6,LTL,2025-03-19,2025-03-26,2025-03-24,1005.8,1341.39,Delivered,
48496,13,2,Air,2024-07-13,2024-07-17,2024-07-17,1544.3,2483.6,Delivered,
48497,5,6,LTL,2026-04-20,2026-04-21,2026-04-21,4412.7,403.38,Delivered,
48498,8,6,FTL,2024-11-12,2024-11-19,2024-11-19,26821.5,3202.75,Delivered,
48499,8,4,LTL,2025-03-20,2025-03-27,2025-03-25,2264.2,1271.72,Delivered,
48500,1,6,LTL,2024-09-25,2024-09-26,2024-09-26,2857.1,325.66,Delivered,
48501,9,6,LTL,2025-07-01,2025-07-04,2025-07-03,422.7,1343.6,Delivered,
48502,1,1,FTL,2024-09-10,2024-09-11,2024-09-11,33944.3,4325.57,Delivered,
48503,10,2,Air,2025-07-21,2025-07-25,2025-07-23,1624.6,3641.64,Delivered,
48504,1,5,FTL,2024-10-27,2024-10-28,2024-10-27,22597.3,3126.56,Delivered,
48505,14,3,Air,2024-10-13,2024-10-18,2024-10-17,562.9,7380.51,Delivered,
48506,11,2,Air,2025-06-27,2025-07-03,2025-07-03,602.9,2723.33,Delivered,
48507,3,5,Parcel,2024-10-27,2024-10-31,2024-10-29,45.2,66.93,Delivered,
48508,4,1,FTL,2025-10-28,2025-10-29,2025-10-28,14002.1,1298.97,Delivered,
48509,1,6,LTL,2024-12-08,2024-12-09,2024-12-09,2001.7,757.91,Delivered,
48510,3,8,FTL,2025-04-22,2025-04-26,2025-04-24,29169.9,4243.62,Delivered,
48511,7,1,FTL,2025-01-28,2025-01-29,2025-01-29,16980.8,4339.62,Delivered,
48512,4,4,LTL,2025-05-07,2025-05-08,2025-05-07,289.5,309.78,Delivered,
48513,1,5,Parcel,2024-11-09,2024-11-10,2024-11-09,43.0,142.89,Delivered,
48514,6,4,FTL,2026-02-05,2026-02-06,2026-02-05,17634.6,3417.27,Delivered,
48515,7,7,LTL,2024-10-01,2024-10-02,2024-10-02,4594.8,875.19,Delivered,
48516,5,4,LTL,2025-05-16,2025-05-17,2025-05-16,2296.8,323.71,Delivered,
48517,6,5,LTL,2026-03-06,2026-03-07,2026-03-07,4121.4,749.5,Delivered,
48518,7,6,Parcel,2024-10-29,2024-10-30,2024-10-29,41.9,76.21,Delivered,
48519,1,1,LTL,2025-03-19,2025-03-20,2025-03-19,668.0,1816.95,Delivered,
48520,3,6,LTL,2025-05-12,2025-05-16,2025-05-14,4850.2,1494.76,Delivered,
48521,7,1,FTL,2025-03-24,2025-03-25,2025-03-24,15977.4,3243.2,Delivered,
48522,12,3,Air,2026-04-04,2026-04-08,2026-04-08,681.3,757.72,Delivered,
48523,14,2,Air,2024-11-20,2024-11-25,2024-11-25,1082.3,5131.28,Delivered,
48524,6,6,LTL,2024-11-14,2024-11-15,2024-11-15,3821.7,1582.99,Delivered,
48525,14,3,Air,2024-07-31,2024-08-05,2024-08-05,1827.7,1965.15,Delivered,
48526,2,8,FTL,2025-04-22,2025-04-23,2025-04-26,14038.0,2290.49,Delivered,Mechanical Issue
48527,4,5,LTL,2025-12-19,2025-12-20,2025-12-20,2425.0,520.51,Delivered,
48528,15,3,Air,2026-04-24,2026-05-01,2026-05-07,1193.8,8084.89,Delivered,Capacity Constraint
48529,5,1,LTL,2024-10-29,2024-10-30,2024-10-29,1157.9,897.14,Delivered,
48530,13,2,Air,2024-11-21,2024-11-25,2024-11-24,467.5,3334.75,Delivered,
48531,6,7,FTL,2025-06-20,2025-06-21,2025-06-20,34571.8,2826.4,Delivered,
48532,10,3,Air,2025-10-31,2025-11-04,2025-11-03,752.6,8463.28,Delivered,
48533,9,1,LTL,2025-01-02,2025-01-05,2025-01-05,4059.3,996.53,Delivered,
48534,6,1,FTL,2025-05-01,2025-05-02,2025-05-01,16191.5,2542.84,Delivered,
48535,1,4,FTL,2025-08-10,2025-08-11,2025-08-11,10743.8,3513.11,Delivered,
48536,3,6,LTL,2026-01-28,2026-02-01,2026-02-01,523.9,434.38,Delivered,
48537,1,7,LTL,2025-12-01,2025-12-02,2025-12-01,2499.1,1120.36,Delivered,
48538,4,5,LTL,2025-02-18,2025-02-19,2025-02-19,1992.9,409.07,Delivered,
48539,2,4,LTL,2026-01-01,2026-01-02,2026-01-02,4948.1,866.23,Delivered,
48540,6,8,FTL,2026-04-14,2026-04-15,2026-04-16,35701.5,3474.28,Delivered,Weather
48541,4,6,FTL,2025-07-11,2025-07-12,2025-07-11,34246.9,2106.09,Delivered,
48542,1,1,LTL,2026-05-04,2026-05-05,2026-05-05,4333.4,885.27,Delivered,
48543,9,5,LTL,2026-03-09,2026-03-12,2026-03-10,2111.7,1037.81,Delivered,
48544,9,6,FTL,2025-04-20,2025-04-23,2025-04-22,35905.6,2047.35,Delivered,
48545,6,1,LTL,2024-10-02,2024-10-03,2024-10-02,3698.3,823.73,Delivered,
48546,1,1,LTL,2024-09-30,2024-10-01,2024-09-30,428.0,1163.61,Delivered,
48547,5,7,LTL,2024-07-24,2024-07-25,2024-07-27,4944.2,820.33,Delivered,Driver Shortage
48548,1,8,LTL,2024-10-27,2024-10-28,2024-10-27,4744.7,1108.29,Delivered,
48549,3,7,FTL,2025-07-09,2025-07-13,2025-07-12,28940.5,2416.43,Delivered,
48550,5,5,LTL,2026-01-04,2026-01-05,2026-01-04,1663.8,938.8,Delivered,
48551,3,4,Parcel,2024-12-14,2024-12-18,2024-12-18,40.0,77.15,Delivered,
48552,14,3,Air,2025-11-07,2025-11-12,2025-11-16,1978.1,5984.81,Delivered,Customs Hold
48553,10,3,Air,2025-03-08,2025-03-12,2025-03-18,127.6,5856.09,Delivered,Incorrect Documentation
48554,6,8,Parcel,2026-06-18,2026-06-19,2026-06-19,15.9,94.27,Delivered,
48555,1,1,LTL,2025-12-15,2025-12-16,2025-12-16,2543.5,1917.41,Delivered,
48556,5,6,FTL,2025-05-12,2025-05-13,2025-05-12,21254.0,3110.37,Delivered,
48557,2,4,LTL,2025-01-23,2025-01-24,2025-01-26,2430.6,1497.17,Delivered,Weather
48558,5,1,LTL,2025-06-26,2025-06-27,2025-06-27,3072.3,1730.64,Delivered,
48559,1,1,LTL,2025-12-30,2025-12-31,2025-12-31,4459.4,1508.74,Delivered,
48560,9,6,LTL,2024-12-21,2024-12-24,2024-12-22,2243.9,1217.9,Delivered,
48561,5,5,FTL,2024-10-26,2024-10-27,2024-10-27,17417.6,3053.2,Delivered,
48562,6,1,FTL,2025-07-20,2025-07-21,2025-07-21,30349.9,3546.61,Delivered,
48563,6,6,LTL,2024-12-22,2024-12-23,2024-12-22,2016.3,691.82,Delivered,
48564,6,6,LTL,2026-01-04,2026-01-05,2026-01-05,2658.5,889.13,Delivered,
48565,12,3,Air,2026-03-30,2026-04-03,2026-04-03,1623.5,7771.08,Delivered,
48566,1,8,LTL,2026-07-04,2026-07-05,2026-07-05,3208.6,301.96,Delivered,
48567,13,3,Air,2024-12-21,2024-12-25,2024-12-24,1405.0,837.52,Delivered,
48568,5,8,LTL,2026-02-14,2026-02-15,2026-02-14,4794.7,1804.02,Delivered,
48569,9,4,LTL,2024-11-20,2024-11-23,2024-11-21,3063.9,1180.59,Delivered,
48570,4,4,LTL,2025-11-26,2025-11-27,2025-11-27,2603.2,1744.78,Delivered,
48571,3,4,LTL,2026-02-03,2026-02-07,2026-02-07,4175.6,798.89,Delivered,
48572,6,6,LTL,2025-11-22,2025-11-23,2025-11-22,3466.6,1676.37,Delivered,
48573,3,4,FTL,2025-07-11,2025-07-15,2025-07-14,40483.2,1742.29,Delivered,
48574,4,5,LTL,2024-11-09,2024-11-10,2024-11-09,1072.3,1698.76,Delivered,
48575,8,7,Parcel,2026-07-02,2026-07-09,2026-07-08,28.0,89.86,Delivered,
48576,1,6,LTL,2025-09-16,2025-09-17,2025-09-17,1743.7,907.78,Delivered,
48577,1,6,LTL,2025-10-21,2025-10-22,2025-10-21,2857.8,1528.66,Delivered,
48578,1,1,LTL,2024-12-10,2024-12-11,2024-12-11,1061.9,611.83,Delivered,
48579,7,1,FTL,2024-10-19,2024-10-20,2024-10-20,22132.4,2640.67,Delivered,
48580,11,3,Air,2024-07-30,2024-08-05,2024-08-03,791.0,1793.39,Delivered,
48581,3,4,LTL,2026-06-30,2026-07-04,2026-07-02,799.1,1479.87,Delivered,
48582,8,8,LTL,2026-05-08,2026-05-15,2026-05-13,2021.8,1850.17,Delivered,
48583,4,6,LTL,2025-05-06,2025-05-07,2025-05-07,2394.2,1705.59,Delivered,
48584,5,5,LTL,2025-10-07,2025-10-08,2025-10-08,1063.9,1550.45,Delivered,
48585,2,6,LTL,2024-09-16,2024-09-17,2024-09-16,4424.5,1724.35,Delivered,
48586,5,8,LTL,2024-08-10,2024-08-11,2024-08-10,1543.9,1883.63,Delivered,
48587,16,3,Air,2025-04-26,2025-05-02,2025-04-30,133.1,1533.95,Delivered,
48588,5,8,FTL,2025-01-31,2025-02-01,2025-02-02,30420.1,1309.84,Delivered,Weather
48589,14,2,Air,2025-10-21,2025-10-26,2025-11-01,1070.7,2253.99,Delivered,Mechanical Issue
48590,12,2,Air,2024-12-11,2024-12-15,2024-12-13,1298.3,7682.21,Delivered,
48591,3,1,LTL,2025-03-02,2025-03-06,2025-03-06,1305.2,1013.58,Delivered,
48592,2,8,LTL,2025-06-20,2025-06-21,2025-06-21,4306.3,651.27,Delivered,
48593,1,7,FTL,2025-07-18,2025-07-19,2025-07-18,19493.9,2103.84,Delivered,
48594,9,7,LTL,2025-10-24,2025-10-27,2025-11-01,3855.5,1892.61,Delivered,Mechanical Issue
48595,4,6,LTL,2025-01-30,2025-01-31,2025-01-30,3155.4,1782.53,Delivered,
48596,4,6,LTL,2025-01-06,2025-01-07,2025-01-06,2214.2,401.1,Delivered,
48597,12,2,Air,2025-01-18,2025-01-22,2025-01-21,1698.4,4092.03,Delivered,
48598,6,5,LTL,2025-03-17,2025-03-18,2025-03-18,2124.7,1913.87,Delivered,
48599,1,5,FTL,2025-04-30,2025-05-01,2025-04-30,29592.6,3320.82,Delivered,
48600,4,7,LTL,2025-02-13,2025-02-14,2025-02-13,573.8,1269.03,Delivered,
48601,1,6,LTL,2024-08-07,2024-08-08,2024-08-07,4782.1,909.39,Delivered,
48602,7,8,LTL,2024-07-31,2024-08-01,2024-08-02,4561.0,680.0,Delivered,Capacity Constraint
48603,3,5,LTL,2024-08-11,2024-08-15,2024-08-15,1104.6,1417.2,Delivered,
48604,7,8,LTL,2025-12-20,2025-12-21,2025-12-25,3371.8,1057.81,Delivered,Warehouse Delay
48605,14,2,Air,2024-11-29,2024-12-04,2024-12-03,815.6,3950.15,Delivered,
48606,5,7,LTL,2025-06-14,2025-06-15,2025-06-15,441.3,1110.2,Delivered,
48607,11,2,Air,2026-04-27,2026-05-03,2026-05-02,1537.9,1308.39,Delivered,
48608,13,3,Air,2024-09-24,2024-09-28,2024-09-26,699.0,7568.18,Delivered,
48609,2,6,LTL,2024-11-11,2024-11-12,2024-11-12,2547.3,1404.73,Delivered,
48610,3,1,LTL,2026-05-25,2026-05-29,2026-05-28,583.9,634.38,Delivered,
48611,1,6,LTL,2025-03-29,2025-03-30,2025-03-30,3786.2,561.42,Delivered,
48612,4,4,LTL,2025-01-30,2025-01-31,2025-02-02,3155.8,1478.79,Delivered,Capacity Constraint
48613,11,3,Air,2024-09-21,2024-09-27,2024-09-25,388.9,5443.11,Delivered,
48614,9,7,FTL,2024-07-21,2024-07-24,2024-07-29,13419.7,4219.37,Delivered,Capacity Constraint
48615,11,3,Air,2025-08-11,2025-08-17,2025-08-17,1719.2,5919.44,Delivered,
48616,2,5,FTL,2026-03-28,2026-03-29,2026-03-29,38859.9,3819.39,Delivered,
48617,2,5,LTL,2025-02-25,2025-02-26,2025-02-25,712.0,681.76,Delivered,
48618,3,5,LTL,2025-12-18,2025-12-22,2025-12-20,773.7,935.71,Delivered,
